AREANM,AREACD,Distance,mapvar,Health (Q),Retail (47),Education (P),Manufacturing (C),Public admin (O),"Wholesale (45,46,48)",Food and drink (56),Transport (H),Professional (M),Construction (F),Admin (N),Finance (K),"Other Services (S, T, U)",Arts (R),Information and communication (J),"Agriculture, Electricity, Water, Mining (A,B,D,E)",Real estate (L),Accommodation (55)
Chichester,E07000225,twototenkm,43.63659886,3.095184191,2.749118665,1.904977522,0.900740645,1.453798635,0.575697791,1.379410718,0.436624729,0.551440862,0.435007601,0.54173809,0.274911866,0.464115917,0.456030273,0.37679097,0.240952166,0.257123452,0.333128497
Chiltern,E07000005,twototenkm,38.56293111,1.614119355,2.44631238,2.781423664,0.832193024,0.24854087,0.673015164,0.871289341,0.390963166,0.96065235,0.416096512,0.466363205,0.368622413,0.569689184,0.329526097,0.446815046,0.111703762,0.24854087,0.114496356
Chorley,E07000118,twototenkm,53.25970021,3.425852877,3.28480241,2.359606971,1.345956155,1.013650816,1.099715508,1.518085539,0.597671472,0.681345478,0.865428291,0.693298907,0.310789165,0.707643023,0.360993569,0.212771044,0.26775682,0.169738698,0.157785269
City of London,E09000001,twototenkm,38.55070842,0.047274711,0.084199337,0.039162482,0.010909549,0.050631495,0.018462313,0.100983258,0.024056953,0.817656685,0.031329986,0.111892807,1.525938151,0.037204358,0.034127306,0.136788956,0.006154104,0.026015078,0.006713568
Colchester,E07000071,twototenkm,52.5756298,2.763887734,3.020441129,3.033506349,0.844488259,2.864846246,0.71264832,1.123608851,0.548739206,0.63188151,0.510731296,0.64494673,0.561804426,0.571306402,0.451343936,0.400270806,0.176974333,0.211419002,0.096207523
Conwy,W06000003,twototenkm,50.29223125,3.469561981,3.85044765,2.143029136,0.577895497,0.928135193,0.829630278,1.941641311,0.591029486,0.623864457,0.667644419,0.63262045,0.291136747,0.577895497,0.538493532,0.17293085,0.229844799,0.227655802,1.208326949
Copeland,E07000029,twototenkm,43.56603394,3.098526836,2.753927002,1.817764121,0.861499584,0.735146311,0.499669758,1.174511099,0.476696436,0.402033139,0.603049709,0.422134796,0.180914913,0.445108119,0.445108118,0.143583264,0.485311432,0.180914913,0.30439652
Corby,E07000150,twototenkm,62.5403382,1.745837098,3.907964373,2.252484833,4.708274171,0.745449852,3.591712921,1.039111914,1.313411643,0.380792565,0.419517232,1.061701304,0.132309281,0.448560733,0.474377178,0.174261004,0.135536337,0.132309281,0.138763392
"Cornwall UA and Isles of Scilly UA

",E06000052,twototenkm,44.67993477,2.726512522,3.997993059,2.437596689,1.332943095,0.887235021,0.94409834,1.847221642,0.707028473,0.630931973,0.592047498,0.621315382,0.274281892,0.605845215,0.500062717,0.184387674,0.400133796,0.266755864,0.865493164
Cotswold,E07000079,twototenkm,35.49290643,1.892378111,3.02416141,1.753467083,1.154555599,0.783367112,0.933664291,1.334456767,0.510099515,0.742376973,0.644456084,0.485049985,0.505545055,0.557921344,0.332475577,0.355247876,0.439505387,0.257326987,0.617129324
County Durham UA,E06000047,twototenkm,51.82320107,2.811653117,3.089228653,2.318691097,2.297961412,1.329227845,0.645148243,1.468268414,0.704303685,0.50054605,0.660316305,0.591048821,0.296282814,0.614812118,0.402964851,0.178983133,0.323585325,0.15623104,0.159264652
Coventry,E08000026,twototenkm,60.74844829,2.531773114,2.613724911,2.785689336,1.387134911,0.569632157,0.805411505,1.147996883,0.634118817,0.436628422,0.338554961,0.656957842,0.583066878,0.488352097,0.361393987,0.277426982,0.145094983,0.161216648,0.166590537
Craven,E07000163,twototenkm,42.61332754,2.275609668,3.272094793,2.619849984,1.891509947,0.52541943,1.090698264,1.771931732,0.695727796,0.68485705,0.95662572,0.735587202,1.395079175,0.521795847,0.286263,0.115954633,0.264521506,0.173931949,0.507301518
Crawley,E07000226,twototenkm,44.72696224,1.253123391,2.29278889,1.42514534,0.504765134,0.48216371,0.409336899,1.01580844,1.271957911,0.382968571,0.234803682,0.788538567,0.513554576,0.268705817,0.231036778,0.272472721,0.159465602,0.102962042,0.268705817
Croydon,E09000008,twototenkm,56.19074338,2.612448325,2.82946472,3.145500004,0.509122115,1.613182715,0.651049188,1.083431665,0.985237934,0.925001444,0.556156087,0.706334733,1.039698322,0.519024004,0.32676233,0.404327125,0.085816369,0.301182451,0.163381165
Dacorum,E07000096,twototenkm,45.06769826,2.001709325,3.220727813,2.916348043,0.755701498,0.646244733,0.967117988,1.052584229,0.982112066,0.859160632,0.611758355,0.884650563,0.439326466,0.569774939,0.550282638,0.605760725,0.140944327,0.233907606,0.235407014
Darlington UA,E06000005,twototenkm,53.71910306,4.274435587,3.972395863,1.936495192,1.12022328,1.349620539,0.867886295,1.515933551,1.152721225,0.648047256,0.919500679,0.856416432,1.032287664,0.644223968,0.395710271,0.768480817,0.139549999,0.208369177,0.212192464
Dartford,E07000107,twototenkm,47.999855,1.904986315,2.515814468,1.660292545,0.514763191,0.297257617,0.572764677,0.860959562,0.842834098,0.30088271,0.427760961,0.636203803,0.261006688,0.279132152,0.233818492,0.130503344,0.083377137,0.132315891,0.097877508
Daventry,E07000151,twototenkm,39.53966825,1.620162016,2.052205221,1.954481162,2.435386396,0.516908834,1.463289186,0.871801466,0.959238781,0.424328147,0.532338948,0.576057606,0.146586087,0.347177574,0.298315546,0.223736659,0.349749261,0.239166774,0.226308345
Denbighshire,W06000004,twototenkm,48.53537413,3.747331046,3.466641077,2.231125399,1.177938248,0.875656743,0.803684955,1.518604707,0.83487273,0.580572416,0.870858623,0.527793105,0.33586834,0.618957369,0.683731977,0.177530408,0.242305016,0.244704076,0.604563011
Derby UA,E06000015,twototenkm,61.93819208,2.947254992,2.919913472,2.488882456,2.434199416,0.557284505,0.694796265,1.40647994,0.702033727,0.540397095,0.498580653,0.704446214,0.410926958,0.475259945,0.345789808,0.255723625,0.172894904,0.163244956,0.160028307
Derbyshire Dales,E07000035,twototenkm,36.99447272,1.803206917,2.42981448,1.767635309,1.80047064,0.875608822,0.749740054,1.291523012,0.673124282,0.549991791,0.700487057,0.429595578,0.169649209,0.481584852,0.487057407,0.147758989,0.41591419,0.216165928,0.421386745
Doncaster,E08000017,twototenkm,55.53847834,2.647921608,2.775090501,2.029241044,1.613406566,0.503994508,0.883160654,1.290413182,0.780177256,0.283984521,0.747409812,0.628822869,0.23873424,0.497753089,0.350299588,0.148233679,0.25277743,0.095181625,0.127168893
Dorset,E06000059,twototenkm,46.73883049,2.825301658,3.667561398,2.49228608,1.683265183,1.803050448,0.778290645,1.45122043,0.566314628,0.60896069,0.772646314,0.499836942,0.301031031,0.721847327,0.439003587,0.183754359,0.413917667,0.295386699,0.495446906
Dover,E07000108,twototenkm,49.33908574,3.639618138,3.73829631,2.854782449,1.193317422,1.129061869,0.718285295,1.498531302,2.237470167,0.794015054,0.828437672,0.826142831,0.247842849,0.807784102,0.463557922,0.117036901,0.321277768,0.169818249,0.300624197
Dudley,E08000027,twototenkm,66.33029523,2.517942053,2.84328051,2.736718037,2.421874369,0.779036255,1.076119511,1.181067401,0.633723793,0.527161321,0.841197698,0.712031065,0.305156171,0.565104019,0.36005199,0.185677035,0.206666613,0.169531206,0.0944531
Ealing,E09000009,twototenkm,50.16946865,1.494473522,1.642196194,2.300574394,0.864590051,0.461164685,0.641881252,0.898333808,1.082049821,0.692871819,0.383928973,0.64638042,0.251203527,0.469413158,0.279698256,0.442418153,0.093732659,0.263201308,0.101981133
East Cambridgeshire,E07000009,twototenkm,40.94036697,2.029179409,2.433741081,2.615316004,1.188200815,0.417303772,0.716743119,1.108562691,0.64666157,0.57020897,0.688073394,0.385448522,0.222986748,0.67214577,0.461901121,0.181574924,0.621177371,0.191131498,0.05733945
East Devon,E07000040,twototenkm,44.07922461,3.450044889,4.010700086,2.240788582,1.21841734,1.56103996,0.753036882,1.478590667,0.514850034,0.619285806,0.676084208,0.51668224,0.278495392,0.668755382,0.43789736,0.153905348,0.311475109,0.26383774,0.635775665
East Hampshire,E07000085,twototenkm,37.74088288,2.193855563,3.250764463,2.692552384,1.485829212,1.005602643,1.028177397,1.19440967,0.519219324,0.749071357,0.502801322,0.627988589,0.367352802,0.685451598,0.359143801,0.435077062,0.256531288,0.262688037,0.145709771
East Hertfordshire,E07000242,twototenkm,42.9097983,1.790041296,2.946998396,3.180778813,1.377086106,0.747414764,0.79178185,1.233746289,0.505102215,1.342957578,0.552882154,0.677451282,0.453909423,0.532405038,0.38906522,0.334459575,0.170642639,0.310569605,0.2133033
East Lindsey,E07000137,twototenkm,42.99933008,3.345774715,4.356397741,2.591635563,2.229878457,2.252847162,1.133122787,1.845152646,0.763709446,0.736912623,0.817303091,0.532108336,0.222030816,0.861326443,0.67949086,0.178007465,0.675662744,0.331132166,0.798162504
East Northamptonshire,E07000152,twototenkm,44.2336559,2.887164255,3.771837373,3.529111175,2.500718597,0.376864361,1.526620038,1.277506308,1.009229983,0.552521478,0.798441442,0.705822235,0.376864361,0.629171856,0.411995784,0.134138162,0.338539171,0.33215164,0.102200505
East Riding of Yorkshire UA,E06000011,twototenkm,47.25014125,3.210770466,3.705878855,2.691873086,1.572303666,1.22141604,1.003598085,1.544797645,0.930000892,0.590264355,0.721103809,0.606619287,0.282494276,0.646019805,0.50774629,0.246810788,0.431918879,0.217817955,0.27803384
East Staffordshire,E07000193,twototenkm,53.37748122,2.929559474,3.255626334,2.203472444,3.168226969,0.379851085,1.05215389,1.40679362,1.025261778,0.433635309,0.625241609,0.778190497,0.206733113,0.589945711,0.33783216,0.206733113,0.233625225,0.144545103,0.147906617
East Suffolk,E07000244,twototenkm,48.89771163,2.693374299,3.924346109,2.528779203,1.459409852,0.839933763,0.97160984,1.383596353,1.569139916,0.551642958,0.683319035,0.668355845,0.318217186,0.549647866,0.486802466,0.406998783,0.394030686,0.218462582,0.410988967
Eastbourne,E07000061,twototenkm,63.18302147,5.896327805,4.500305451,3.061293753,0.975179311,0.948028147,1.226327579,1.61096907,0.692354685,0.868837251,0.565649252,0.705930267,0.724031043,0.662940924,0.561124058,0.230784895,0.165169581,0.289612417,1.018168654
Eastleigh,E07000086,twototenkm,56.83322739,1.668191191,3.275918203,1.910047906,1.145718671,0.520922156,0.913164137,0.981380134,0.86200214,0.5488287,0.52712361,0.623246151,0.646501605,0.444954342,0.413947071,0.275964714,0.102323995,0.217050898,0.172090355
Eden,E07000030,twototenkm,35.83648231,2.208862934,3.936791481,1.569907248,1.346616283,1.126760563,1.185159739,1.494331845,0.9412573,0.680178633,0.961868774,0.559945036,0.285125386,0.52559258,0.316042597,0.178632772,0.583991755,0.247337685,0.879422879
Elmbridge,E07000207,twototenkm,45.01231094,1.454449525,2.145620823,1.978543792,0.657755892,0.160042209,0.580372846,0.856489624,0.645444953,0.72634541,0.339430179,0.525852972,0.365810763,0.420330637,0.538163911,0.341188885,0.117833276,0.265564544,0.11959198
Enfield,E09000010,twototenkm,52.68398839,2.345781362,2.328823906,3.072125711,0.479519162,0.689603196,0.745185967,0.901571391,0.765911746,0.446546332,0.45596714,0.548291065,0.443720089,0.460677545,0.312770848,0.340091193,0.106455138,0.28168218,0.051814448
Epping Forest,E07000072,twototenkm,41.55639113,1.601678542,2.208280533,2.50742672,0.519351019,0.361468309,0.589982758,0.911980389,0.419635623,0.565053909,0.650227476,0.535970252,0.373932734,0.467415917,0.42794524,0.166192326,0.230591852,0.22435964,0.081018759
Epsom and Ewell,E07000208,twototenkm,53.09010902,2.889793774,2.249441744,2.939051622,0.190463681,0.334953369,0.656771312,1.132930514,0.650203599,1.326678051,0.577958755,0.413765927,0.692893734,0.548404045,0.52541705,0.252856955,0.09523184,0.167476685,0.078812557
Erewash,E07000036,twototenkm,59.40878261,2.821824579,4.284821408,2.701451422,4.208430751,0.543994074,1.238454594,1.523183407,1.182897752,0.652792889,1.023171833,0.625014468,0.39121276,0.608810389,0.465288548,0.226857103,0.229171971,0.21759763,0.118058288
Exeter,E07000041,twototenkm,50.6732356,3.930595748,3.345849377,3.177241528,0.562026164,1.280702174,0.669648196,1.865448545,0.729438213,1.247219764,0.442446129,0.774878626,0.456795733,0.58115897,0.47832014,0.460383134,0.387439314,0.316887093,0.277425681
Fareham,E07000087,twototenkm,55.25131064,1.709185165,2.747948783,2.447818207,1.021223519,0.951063125,0.606107852,1.062150416,0.567129855,0.51061176,0.415115667,0.50281616,0.348853072,0.463838164,0.241663581,0.518407359,0.150065288,0.159809787,0.12278069
Fenland,E07000010,twototenkm,47.80390013,3.215392226,3.733499961,2.754562733,4.282850374,1.004972793,1.280949777,1.015387019,0.950298107,0.728995808,0.799291833,1.265328439,0.372308574,0.7055638,0.359290791,0.117160041,0.658699784,0.296805436,0.151006275
Flintshire,W06000005,twototenkm,48.9253253,1.50426831,2.458767301,1.522225599,2.47810592,0.480702821,0.566345277,0.922728403,0.516617399,0.384009725,0.669945023,0.564963947,0.545625328,0.377103075,0.298367268,0.111887726,0.225156782,0.098074426,0.174047573
Forest of Dean,E07000080,twototenkm,44.98244017,2.315296566,2.575442248,2.45512487,3.141259105,0.92351717,0.949531738,0.936524454,0.686134235,0.552809573,0.770681582,0.647112383,0.299167534,0.539802289,0.341441207,0.211368366,0.412981269,0.198361082,0.201612903
Fylde,E07000119,twototenkm,49.87732617,1.941949819,2.286825294,1.539209332,1.94426442,1.043884825,0.379594482,1.453569114,0.423571891,0.576335524,0.458290899,0.488380705,0.784649569,0.527728914,0.328673271,0.597166929,0.14119063,0.201370243,0.569391723
Gateshead,E08000037,twototenkm,60.32246872,2.542666927,2.147984299,1.570056166,1.356450459,1.254526923,0.677683083,1.15368768,0.735150608,0.380586819,0.581181012,0.636479951,0.293843385,0.465161668,0.446728688,0.174571162,0.098670657,0.200594193,0.172402576
Gedling,E07000173,twototenkm,54.90998143,2.68037353,4.416157593,2.62385963,1.765386582,0.993029952,1.146424823,1.485508221,0.893457843,0.457493474,0.702387039,0.616270621,0.25296698,0.699695901,0.543609893,0.169541699,0.242202429,0.193761942,0.0565139
Gloucester,E07000081,twototenkm,57.65896404,3.871581376,3.361711417,2.218791904,1.277013752,1.010384507,0.941778152,1.205288926,0.799887735,0.555087785,0.75466991,0.647082671,0.966725918,0.403841956,0.357064895,0.360183366,0.531699254,0.19802289,0.130975769
Gosport,E07000088,twototenkm,63.63806249,3.924353416,3.778591718,3.987890567,2.22006279,2.739572432,0.87083271,1.7454029,0.818507998,0.631634026,0.811033039,1.110031395,0.306473314,0.893257587,0.657796382,0.426072657,0.153236657,0.239198684,0.123336822
Gravesham,E07000109,twototenkm,48.48174367,2.648410333,3.840660705,3.865499255,1.10531545,0.835196225,0.726527571,1.328862394,1.021485345,0.453303527,0.860034774,0.773099851,0.369473423,0.711003478,0.515399901,0.096249379,0.170765028,0.239071038,0.161450571
Great Yarmouth,E07000145,twototenkm,57.49328959,4.239984094,4.197733373,2.73138483,1.473804553,0.584054081,0.92703052,1.881399742,0.840043742,0.780395666,0.772939656,0.767968983,0.253504324,0.71329158,0.847499751,0.176458893,0.536832688,0.129237499,1.088577393
Greenwich,E09000011,twototenkm,52.42978257,2.079704712,1.817867236,3.084376262,0.289520734,1.203068228,0.340273372,0.998904204,0.669012054,0.400253763,0.380644789,0.648249611,0.295288079,0.418709268,0.479843128,0.218005652,0.098044869,0.192629333,0.070361613
Guildford,E07000209,twototenkm,41.6285137,1.812159501,1.96434509,2.630636622,0.511548201,1.085761056,0.445046935,1.221321329,0.388776632,0.741744891,0.237869913,0.482134179,0.419469525,0.452720159,0.35808374,0.53584674,0.131723662,0.148348978,0.12660818
Gwynedd,W06000002,twototenkm,42.51362175,2.511215387,3.145464858,2.255109232,1.026143454,0.850822462,0.720191134,1.723989756,0.651437804,0.433145981,0.799257464,0.51736881,0.190790491,0.415957648,0.587840974,0.22172949,0.488148645,0.22172949,0.648000138
Hackney,E09000012,twototenkm,48.18591598,2.168250887,1.551222044,3.232193143,0.378675022,0.561284804,0.330619816,0.896710141,0.526685056,1.371495574,0.311397734,0.494007516,0.336386441,0.381558334,0.541101618,0.651628591,0.061510664,0.498813036,0.06535508
Halton UA,E06000006,twototenkm,57.71807421,2.506161269,3.58394946,2.063591239,1.938630289,1.027456698,0.867784373,1.266965184,1.030927835,0.576208824,0.633482592,0.909438023,0.298517824,0.439098893,0.420007637,0.385296262,0.251657468,0.185705856,0.140581068
Hambleton,E07000164,twototenkm,35.80520988,2.800464368,2.959327074,1.356443105,1.014277277,4.165054278,0.867634779,1.264791544,0.496955131,0.588606693,0.661927942,0.488808326,0.252550968,0.452147702,0.358459439,0.224037149,0.52343225,0.181266421,0.203670136
Hammersmith and Fulham,E09000013,twototenkm,46.39023649,1.619258466,1.341123251,1.466603793,0.217393042,0.394824127,0.326089563,0.84879195,0.443577714,1.129324883,0.242169455,0.5658613,0.348468258,0.394024889,0.523501626,1.187669339,0.050352065,0.33807815,0.158249347
Harborough,E07000131,twototenkm,33.59774038,1.595857361,2.716252795,2.019536307,1.376956573,0.411910086,1.205131223,1.160409556,0.619042015,0.877956926,0.567259033,0.920324821,0.320112981,0.541367542,0.289513946,0.317759209,0.28245263,0.174179122,0.235377192
Haringey,E09000014,twototenkm,46.50232524,1.570609961,2.057744457,2.919125857,0.414739193,0.595113931,0.412285115,0.959544523,0.784077942,0.492042652,0.332527578,0.552167564,0.244180767,0.495723769,0.462593715,0.323938304,0.056443795,0.336208695,0.057670835
Harlow,E07000073,twototenkm,52.55656957,3.872984123,3.720465058,2.970371296,1.43767971,0.757594699,0.990123765,0.982622828,0.720090011,0.375046881,0.517564696,0.752594074,0.255031879,0.402550319,0.405050631,0.430053757,0.100012502,0.117514689,0.140017502
Harrogate,E07000165,twototenkm,46.57671587,3.535621965,3.655207402,2.110260189,1.058149929,1.537699611,1.227260648,1.6089677,0.643828667,1.099219675,0.748918899,0.677650811,0.947020028,0.730799894,0.405865726,0.326142101,0.367211848,0.240378808,0.593095451
Harrow,E09000015,twototenkm,50.95940811,1.816765808,2.382071355,3.377062828,0.68078364,0.576047695,0.547849556,0.981563788,0.754635908,1.229975964,0.613645214,0.610959677,0.487424973,0.506223733,0.475340056,0.392088408,0.077880574,0.261839861,0.084594417
Hart,E07000089,twototenkm,40.60685754,1.086686846,2.103905126,2.40907061,0.449064655,1.674688632,0.392001191,0.972559917,0.441621595,0.518533221,0.37959609,0.540862403,0.300203444,0.424254453,0.225772838,0.622736069,0.086835706,0.148861212,0.191038555
Hartlepool UA,E06000001,twototenkm,64.592925,4.732210502,4.196048721,3.246109913,2.135905356,1.366629757,0.754705985,1.760009325,0.923713503,0.553645317,1.022786876,0.976164112,0.276822659,0.958680575,0.515764322,0.201060668,0.486625094,0.407949181,0.198146745
Hastings,E07000062,twototenkm,65.68616878,5.974656242,4.46211917,3.146400647,1.889997304,2.062550553,0.903208412,1.515233217,0.957131302,0.814235643,1.073065516,0.74683203,0.498786735,0.649770828,0.571582637,0.299272041,0.159072527,0.299272041,0.374764087
Havant,E07000090,twototenkm,59.33658578,2.264641343,4.16924093,2.654509044,1.672383306,0.562432093,0.587997188,1.080125269,0.502780204,0.521954025,0.613562283,0.841517714,0.300389868,0.543258271,0.449519589,0.611431858,0.353650483,0.227955432,0.238607554
Havering,E09000016,twototenkm,51.77762655,2.607185601,2.939243893,2.915776876,0.421232957,0.579635323,0.531527937,0.817825546,0.653556426,0.431793115,0.628916058,0.490460658,0.747424495,0.51979443,0.417712905,0.165442471,0.100908174,0.161922418,0.044587333
"Herefordshire, County of UA",E06000019,twototenkm,46.57441016,3.272459165,3.814655172,1.973684211,2.725725953,0.870009074,1.080989111,1.211433757,0.631805808,0.638611615,0.763384755,0.752041742,0.314201452,0.530852994,0.383393829,0.186025408,0.639745916,0.306261343,0.27676951
Hertsmere,E07000098,twototenkm,43.93952336,1.642179892,2.29563509,2.349021953,0.45058512,0.301101905,0.852054326,0.860596224,0.565900743,0.553087896,0.446314171,0.587255488,0.728196805,0.452720595,0.666268045,0.399333732,0.140941318,0.337404971,0.17083796
High Peak,E07000037,twototenkm,53.41987019,3.838686415,4.590336717,3.411549343,4.312974982,0.776612858,1.442281023,1.825040217,1.009596716,1.020691185,0.926388195,0.776612858,0.521440062,0.773839241,0.696177955,0.244078327,0.338381317,0.285682587,0.404948133
Hillingdon,E09000017,twototenkm,48.74988685,1.295072569,1.453184877,2.019854561,0.451404605,0.648743249,0.489423976,0.680124317,1.337919797,0.336139525,0.320448991,0.466491657,0.19613168,0.316828098,0.188889895,0.208804804,0.073624815,0.110437223,0.205787393
Hinckley and Bosworth,E07000132,twototenkm,49.90530967,2.155666222,2.78459704,2.648991139,2.581188188,0.490986884,1.140959996,1.140959996,0.738818358,0.769212784,0.883776391,0.579832129,0.481634753,0.694395736,0.374085245,0.25250754,1.143298029,0.173014426,0.250169507
Horsham,E07000227,twototenkm,40.29303383,2.136925437,2.755787506,2.355554772,1.23243472,0.407285294,0.816333727,1.119593773,0.590651833,0.865701641,0.428442971,0.555389037,0.832201985,0.539520779,0.511310542,0.391417035,0.259181551,0.34733854,0.111077807
Hounslow,E09000018,twototenkm,49.99343472,1.225003669,1.648271015,1.655222486,0.469610486,0.624860005,0.568475851,0.98942604,2.067676432,0.635673404,0.277286455,0.695147101,0.417860646,0.313588581,0.335987765,0.780109524,0.089596737,0.2425291,0.149070434
Huntingdonshire,E07000011,twototenkm,40.93140405,2.147318101,2.969749929,2.597085507,2.721735331,0.789020535,0.837852425,1.046030481,0.651520214,0.681076358,0.643809915,0.783880336,0.226168753,0.579557429,0.340538179,0.341823229,0.313552135,0.236449151,0.203037858
Hyndburn,E07000120,twototenkm,61.7229158,3.285545516,4.396692104,2.947092819,3.049267218,0.874868291,1.254829337,1.468756985,1.095181839,0.450205945,0.779079792,0.865289441,0.319294997,0.715220793,0.427855296,0.153261598,0.197962899,0.153261598,0.146875698
Ipswich,E07000202,twototenkm,62.18084219,4.402848084,3.453023308,2.707626412,0.864994159,1.218223285,0.816320854,1.532513768,0.956778105,0.659175613,0.62997163,1.016576737,1.974745508,0.547922346,0.495077043,0.458919731,0.321243812,0.23780386,0.140457251
Isle of Anglesey,W06000001,twototenkm,41.94084279,2.106969206,3.087520259,1.669367909,1.385737439,1.867909238,0.761750405,1.405996759,2.009724473,0.372771475,0.72528363,0.741491086,0.190437601,0.551053485,0.465964344,0.068881686,0.603727714,0.198541329,0.559157212
Isle of Wight UA,E06000046,twototenkm,56.95594219,4.35141013,4.909148309,3.192086432,2.148519714,1.206678827,0.834853374,2.083625649,0.86642346,0.729619756,0.759435948,0.573523222,0.278869089,0.869931248,0.696295777,0.327978111,0.238529536,0.292900239,1.097937421
Islington,E09000019,twototenkm,46.18124211,1.160159135,0.796269386,1.263787312,0.144126545,0.384138933,0.138766467,0.56638159,0.367463135,1.057722086,0.201300712,0.30075994,0.42165948,0.275150678,0.298377683,0.517545322,0.066703195,0.238225695,0.05479191
Kensington and Chelsea,E09000020,twototenkm,47.69273962,1.538173589,1.416514948,1.176600704,0.138673836,0.234809685,0.198227017,0.780997431,0.279899951,0.933283422,0.216092971,0.431335182,0.706981334,0.664443348,0.385394157,0.462813292,0.041687226,0.453454935,0.302870463
Kettering,E07000153,twototenkm,55.54301303,4.599971779,3.809792578,2.723296176,2.54691689,0.543248201,1.512158412,1.142937773,0.919524011,0.804289544,0.743144725,0.757255068,0.270448239,0.592634402,0.390386153,0.218710315,0.159917219,0.242227553,0.124641362
King's Lynn and West Norfolk,E07000146,twototenkm,45.24323141,3.171700119,2.851247421,1.930532108,1.713249547,2.435440505,0.781591946,1.019195898,0.514287501,0.34546364,0.626836741,0.581504408,0.17663978,0.431438754,0.300131307,0.090664666,0.525229789,0.203213906,0.287625836
"Kingston upon Hull, City of UA",E06000010,twototenkm,71.69283993,2.509749906,3.053502358,2.439278307,2.388026235,0.666276937,0.840854308,1.449472664,0.686297278,0.407614136,0.779191659,0.932947875,0.144146453,0.453260513,0.462069463,0.231435138,0.211414797,0.156959471,0.148150521
Kingston upon Thames,E09000021,twototenkm,55.84988962,2.450194014,2.834108017,3.156321555,0.430532132,0.674591749,0.697900813,1.269658454,0.555304183,0.681447356,0.31398681,0.71435427,0.478521383,0.52376839,0.529252876,0.519655026,0.079525044,0.223492795,0.100091865
Kirklees,E08000034,twototenkm,61.66576186,2.69951021,2.912488143,2.694141019,3.1737888,0.575696653,0.970630522,1.390620619,0.862650114,0.546464387,0.67055237,0.629985145,0.32871384,0.533936274,0.347207722,0.209995048,0.227892353,0.133036636,0.122298253
Knowsley,E08000011,twototenkm,60.78817219,3.991362497,2.868138757,2.152410142,1.377472834,0.976943438,0.478893842,0.990874896,0.726177208,0.26643912,0.579896907,0.844594595,0.550292561,0.609501254,0.449289496,0.102744497,0.151504597,0.198523266,0.130607412
Lambeth,E09000022,twototenkm,46.16246863,2.511588889,1.013892203,1.634376876,0.162714512,0.56480015,0.198873292,0.896737755,0.437521243,0.480188604,0.201765995,0.536596302,0.254557814,0.349293819,0.301564229,0.378944019,0.07737979,0.204658697,0.086781073
Lancaster,E07000121,twototenkm,63.69067711,4.661446027,4.047120772,3.596503072,0.857355026,1.081820023,0.859042733,2.150138392,0.975494498,0.752717208,0.712212246,0.901235401,0.455680821,0.833727132,0.511375143,0.44555458,0.602511307,0.182272328,0.452305407
Leeds,E08000035,twototenkm,54.03737277,1.896107874,2.201672951,1.966847283,0.922529408,0.424679546,0.561053458,1.227608303,0.533584203,0.694267191,0.412525008,0.60359434,0.610643972,0.396724109,0.354183227,0.334979058,0.172108253,0.153876447,0.160439897
Leicester UA,E06000016,twototenkm,69.7717993,2.844727093,2.758060874,3.102284448,3.21153271,0.697602031,0.817836152,1.517879485,0.584691816,0.552954891,0.479105507,0.906943673,0.399152868,0.487650063,0.398542543,0.256336704,0.172722112,0.167229183,0.106196635
Lewes,E07000063,twototenkm,39.22149773,2.813179214,3.240466311,2.721794112,1.234933808,1.064512942,0.800237107,1.452282158,0.785417902,0.721201344,0.656984786,0.53843114,0.31120332,0.676743727,0.523611934,0.281564908,0.296384114,0.338371863,0.158071527
Lewisham,E09000023,twototenkm,49.9009876,2.779914988,1.926011881,3.659044183,0.249738279,0.942194417,0.301451761,1.131390084,0.692456138,0.412446552,0.365778288,0.580200043,0.471727861,0.505783081,0.411185248,0.228296104,0.098381747,0.271180455,0.054236091
Lichfield,E07000194,twototenkm,44.39313545,1.984770109,2.777346092,2.177918878,1.534089648,0.650489532,0.761494572,1.360921786,0.435139755,0.555025198,0.688231246,0.570565904,0.284172901,0.530604089,0.53282419,0.153186955,0.255311591,0.148746753,0.106564838
Lincoln,E07000138,twototenkm,64.07745905,3.322776219,4.287394806,2.423310108,1.435164239,1.259614515,0.723916388,2.135553344,0.570084155,0.743824088,0.521219799,0.711247851,0.238892408,0.561035201,0.468735861,0.365577776,0.351099448,0.22441408,0.246131572
Liverpool,E08000012,twototenkm,65.83197479,2.745233852,2.392999231,2.1615549,0.551158489,0.97603622,0.300708693,1.463420815,0.497520843,0.516948651,0.356035713,0.620000507,0.529196618,0.462888662,0.47767069,0.274523385,0.068842018,0.189632308,0.180763091
Luton UA,E06000032,twototenkm,54.73750609,2.828560046,2.745562392,3.966181223,1.697578682,0.694967022,0.88973485,1.124341552,1.539329822,0.586516754,0.536718162,1.143154354,0.274445576,0.424947988,0.463680227,0.243459785,0.11730335,0.252312868,0.194767828
Maidstone,E07000110,twototenkm,45.10880118,2.625208735,2.548834319,2.06340371,0.588989139,1.773439826,0.6058174,1.127493495,0.643357368,0.603228437,0.51779265,0.691253188,0.353393484,0.433651344,0.267957696,0.227828766,0.213589468,0.14368746,0.163104685
Maldon,E07000074,twototenkm,40.59035834,2.371745295,3.746670104,2.788519378,2.380338575,0.885107846,0.915184326,1.207355848,0.919480966,0.653089284,0.605826244,0.708945605,0.360917762,0.468333763,0.575749764,0.154679041,0.369511042,0.244908482,0.244908482
