AREACD,AREANM,All_2012,All_2013,All_2014,All_2015,All_2016,All_2017,All_2018,Male_2012,Male_2013,Male_2014,Male_2015,Male_2016,Male_2017,Male_2018,Female_2012,Female_2013,Female_2014,Female_2015,Female_2016,Female_2017,Female_2018
W06000001,Isle of Anglesey,20.1863,21.0295,19.442,18.2271,17.6444,17.3482,14.90381965,21.9723,21.9974,21.6905,20.2827,17.6935,17.2135,15.15504167,18.4825,20.0992,17.3231,16.2105,17.5979,17.4734,14.6630204
W06000002,Gwynedd,23.1913,20.8715,18.2088,17.3217,18.7311,16.0429,18.64455959,23.766,22.235,20.3165,17.8751,20.4047,18.3692,18.68569048,22.6261,19.5459,16.1897,16.7745,17.0612,13.7549,18.60383584
W06000003,Conwy,20.9796,19.9477,19.9101,17.4598,14.8173,17.1331,15.0674483,23.6671,20.9325,21.9198,19.8352,17.2335,18.4389,16.18212479,18.5222,19.0334,18.0278,15.2732,12.5632,15.9107,14.01932388
W06000004,Denbighshire,21.6461,19.5918,19.0856,16.9257,16.1729,17.9675,16.2192634,24.4753,22.5291,20.161,19.1389,19.1136,20.2138,18.79007069,18.9671,16.7882,18.0592,14.8213,13.3953,15.8381,13.75046045
W06000005,Flintshire,18.3504,18.2624,17.6112,14.0597,15.8292,12.907,14.03175947,18.7525,20.8567,18.7136,15.2222,16.4756,15.0157,12.76643213,17.9661,15.7688,16.5544,12.9633,15.2245,10.9085,15.26460998
W06000006,Wrexham,21.5987,19.4358,19.5189,21.9347,18.8889,16.9531,16.16485778,21.3521,20.078,19.4731,23.0837,19.1441,19.0373,15.73526643,21.8378,18.8027,19.5638,20.8095,18.6392,14.8659,16.58917612
W06000008,Ceredigion,15.2116,16.6037,18.6082,16.9312,16.5362,17.0341,14.90047519,15.4271,19.2234,19.9139,16.7538,19.9771,20.0717,15.52470959,14.9947,13.9624,17.286,17.106,12.9802,13.8436,14.26023156
W06000009,Pembrokeshire,18.8206,18.1163,17.4691,15.7028,13.6819,16.0686,15.14649943,20.736,21.3651,21.4295,17.2684,13.4618,16.6318,15.97701149,17.0384,15.06,13.6139,14.2223,13.8868,15.5468,14.37065023
W06000010,Carmarthenshire,19.6886,18.6915,15.452,18.12,15.5054,15.4107,15.64988788,19.2683,17.8016,16.9121,20.0785,17.0214,14.8634,16.12595558,20.0784,19.5322,14.0654,16.2478,14.0574,15.931,15.19900361
W06000011,Swansea,20.6078,19.5896,20.1639,18.7637,16.835,14.7823,17.00310068,20.3603,19.6766,23.7507,20.2999,18.1317,16.7568,19.00829082,20.8445,19.5049,16.6546,17.2624,15.5694,12.8111,15.02888359
W06000012,Neath Port Talbot,23.2009,22.1021,21.5979,20.3568,15.7185,19.1533,16.22003603,25.2076,23.3731,21.8407,21.4935,15.3195,19.5331,16.93349987,21.25,20.9151,21.3672,19.2667,16.0968,18.7997,15.53967481
W06000013,Bridgend,20.8428,19.9878,19.3867,17.0707,18.6632,17.6622,15.47621252,21.4625,20.9574,19.9665,18.8958,20.0155,18.5896,16.96352513,20.2628,19.1018,18.8421,15.3695,17.3723,16.7977,14.11280304
W06000014,Vale of Glamorgan,17.2186,16.3385,18.4802,14.8504,16.9394,14.559,14.7959926,17.8616,17.2714,21.1428,16.5126,17.9899,14.8749,16.32550956,16.6292,15.487,16.0029,13.3014,15.975,14.2643,13.39674832
W06000015,Cardiff,19.2319,19.1404,17.9287,19.0893,13.6814,14.7487,15.11695025,20.0118,21.4433,20.7845,21.4714,15.2204,18.9873,18.00330157,18.4854,16.8862,15.1846,16.8333,12.2213,10.7509,12.41164928
W06000016,Rhondda Cynon Taf,27.2887,24.9184,21.2569,18.3188,19.6753,16.8462,15.92017641,27.7447,26.1417,20.71,18.4489,19.459,16.1477,16.41252683,26.8564,23.7482,21.7726,18.1939,19.8836,17.5087,15.44831894
W06000018,Caerphilly,22.0711,21.5926,23.9098,20.8264,20.6023,18.033,17.55727389,23.6185,22.2918,26.2064,20.4563,22.9952,17.8349,19.24400665,20.6136,20.9279,21.768,21.1758,18.3559,18.2209,15.96676272
W06000019,Blaenau Gwent,26.3716,24.4208,25.1427,22.4786,21.1893,19.9336,21.1089441,26.6659,26.3932,25.7483,23.681,21.7463,19.4456,20.36561302,26.0941,22.527,24.5673,21.3486,20.6681,20.4001,21.82188259
W06000020,Torfaen,25.1318,23.2611,23.4196,21.7609,18.7967,16.3616,16.0541367,26.6322,24.6123,25.064,23.4205,19.9877,17.3647,17.5925657,23.7336,22.0124,21.8765,20.1957,17.6707,15.4324,14.59075716
W06000021,Monmouthshire,16.4881,15.7646,14.0583,14.4406,13.0146,10.4716,11.11126233,18.5897,15.7513,15.6744,15.8111,14.2174,11.5144,11.17763344,14.5322,15.7764,12.5594,13.1703,11.855,9.4895,11.04952056
W06000022,Newport,20.754,21.8395,19.3236,18.501,19.3618,16.797,18.41836417,23.5678,24.1632,19.4574,20.2736,21.0452,16.9003,20.21335194,18.0862,19.5843,19.1945,16.8421,17.7672,16.6993,16.73579677
W06000023,Powys,17.9738,19.3169,17.761,13.3651,15.3919,14.0535,13.7986919,21.7395,22.2066,20.7348,14.3149,18.1365,14.5509,16.52177326,14.3474,16.5541,14.8778,12.4445,12.7626,13.5719,11.16592354
W06000024,Merthyr Tydfil,25.5725,25.3044,24.4641,23.4597,19.7206,22.3129,19.21006159,24.0956,26.1481,25.4222,22.1854,17.9121,21.9191,18.29805996,26.9907,24.5205,23.5722,24.6591,21.4545,22.6826,20.08082849
